50000 232877
41 41348 2
41 42888 2
42 1982 5
42 12287 4
42 12627 1
42 13081 4
42 13110 5
42 13822 2
42 14430 5
42 18631 1
42 23623 1
42 25266 2
42 30032 4
42 37822 1
42 41826 2
43 2721 4
43 4850 2
43 4940 1
43 8302 4
43 26355 5
43 30603 1
43 31015 1
43 32582 5
43 41860 4
44 10099 2
44 17678 5
44 28862 2
44 29221 1
44 30384 3
44 31297 2
44 31973 1
44 39514 5
44 42519 2
44 47171 5
45 15781 2
45 19420 5
45 23856 2
45 28267 2
45 28917 4
45 31389 3
45 33818 5
45 33914 1
45 45157 4
45 47626 4
46 1180 2
46 44021 4
47 21081 2
47 22264 3
47 24977 3
47 27995 3
47 29454 5
47 32555 5
47 35074 4
47 36845 2
47 41192 1
47 49278 2
48 12479 3
48 16955 3
48 18497 4
48 24229 4
48 33639 2
48 35152 3
48 39819 3
48 41955 2
49 5556 3
49 7257 5
49 21911 5
49 30516 1
49 31182 5
49 41137 2
49 43611 4
49 45385 4
49 49180 5
50 1301 1
50 1506 2
50 2284 1
50 9718 4
50 10963 1
50 15121 5
50 21460 4
50 36297 2
50 38759 3
50 38769 3
51 8137 3
51 14715 3
51 25055 2
51 25489 5
51 30205 4
51 47398 4
52 68 1
52 1126 5
52 8482 5
52 12330 2
52 21243 3
52 27317 4
52 33609 4
52 34148 4
52 36242 5
52 36908 5
52 47660 3
52 47740 2
53 6578 5
53 9057 3
53 9275 3
53 17797 4
53 18979 3
53 19908 2
53 22173 1
53 24145 5
53 31563 2
53 36259 1
53 39327 1
53 41012 3
53 41805 5
53 44379 5
53 45194 3
53 46118 2
53 46877 3
53 47876 1
54 369 4
54 2245 3
54 3280 5
54 6362 2
54 12371 5
54 12799 4
54 13448 4
54 27373 1
54 28860 2
54 30785 3
54 36563 2
54 39448 1
55 21434 2
55 29300 5
55 34325 1
55 34860 5
55 41404 2
55 41482 4
56 5331 3
56 5683 1
56 12066 5
56 13684 1
56 16293 1
56 24631 1
56 25658 4
56 32131 5
56 35400 1
57 5759 3
57 8001 4
57 16315 5
57 21043 5
57 26625 4
57 29849 2
57 31157 3
57 42126 4
57 45559 1
58 403 4
58 3162 4
58 6872 5
58 12184 1
58 13389 2
58 16020 1
58 21038 4
58 22562 4
58 31356 3
58 31384 5
58 34573 1
58 35351 1
58 36155 1
58 36228 1
58 38965 3
59 1525 1
59 4349 2
59 10666 5
59 16499 3
59 16573 4
59 18289 3
59 43475 3
59 48241 2
60 1775 2
60 4531 4
60 5208 1
60 28561 3
60 38755 3
60 47702 5
60 48850 5
61 290 4
61 773 1
61 15998 1
61 25489 1
61 27187 3
61 27976 4
61 35867 2
61 42253 5
61 47932 5
62 21833 5
62 22373 5
62 27279 5
62 27976 5
62 30866 1
62 44588 4
62 47356 3
62 48466 5
63 13962 3
63 25592 1
63 43536 1
64 2126 5
64 2877 5
64 5733 4
64 9756 3
64 18617 2
64 22378 1
64 31637 2
64 31793 3
64 32463 3
64 34619 4
64 39138 4
64 48434 4
65 2044 5
65 3376 4
65 22315 4
65 27538 4
65 28586 3
65 34532 1
65 45363 1
65 49526 2
66 1139 1
66 1857 2
66 20595 3
66 20617 1
66 22150 2
66 28415 2
66 31625 2
66 34704 2
67 19795 3
67 22006 4
67 23379 1
67 25621 4
67 31149 2
67 36094 3
67 36950 3
67 42219 1
67 48155 2
68 10732 4
68 17421 3
68 23328 2
68 31536 2
68 39836 4
68 40264 3
68 41142 2
68 45654 1
69 11020 5
69 14340 4
69 22892 4
69 24212 5
69 33154 2
69 37369 3
69 44053 4
70 352 5
70 6840 1
70 9016 4
70 11519 5
70 13809 2
70 19427 2
70 22128 2
70 25790 3
70 27284 1
70 30180 3
70 31107 3
70 39040 4
70 42152 3
70 45273 2
70 45875 4
70 49649 5
71 1449 2
71 5598 1
71 11652 4
71 17729 5
71 19904 2
71 20371 2
71 22808 4
71 24235 3
71 27981 4
71 28504 1
71 30916 4
71 34641 3
71 35881 3
71 39236 2
71 46910 3
72 5461 1
72 17419 5
72 18130 4
72 23721 5
72 31967 1
72 35227 3
72 44644 1
73 3472 1
73 6538 5
73 17737 3
73 17755 3
73 19190 5
73 29181 4
73 29760 2
73 30330 1
73 38075 4
73 39067 4
73 41094 3
73 43411 2
73 44084 1
73 45932 2
73 49416 1
74 376 2
74 25579 2
74 25703 2
74 37067 1
74 42173 2
75 3658 2
75 5303 2
75 28226 2
76 10664 2
76 11012 4
76 11280 3
76 15463 3
76 33435 1
76 34268 2
76 34292 2
76 35343 5
76 40649 5
77 5791 1
77 25779 2
77 36580 5
77 40621 5
77 45062 1
77 47681 3
78 899 3
78 2891 3
78 3156 5
78 9722 5
78 17143 5
78 25691 4
78 33117 3
78 33582 1
78 34974 3
78 39010 3
78 42277 3
79 1339 5
79 13840 2
79 19825 5
79 30383 4
79 31773 1
79 32397 3
79 40103 1
79 46958 5
79 47063 2
79 48080 1
80 2041 3
80 7455 1
80 8494 3
80 8846 5
80 10906 3
80 10942 3
80 19377 2
80 19815 4
80 21210 3
80 21572 4
80 24144 2
80 26734 2
80 27771 3
80 36978 3
80 43558 1
80 44722 2
81 9134 3
81 11909 2
81 13600 4
81 15711 2
81 35567 1
81 36648 1
81 48549 1
82 5117 2
82 25722 4
82 25985 5
82 28782 1
82 34148 4
82 38152 1
83 802 5
83 4156 5
83 22238 1
83 47086 1
84 1391 2
84 4744 4
84 6779 4
84 9849 4
84 21261 5
84 23530 1
84 26633 3
84 43733 2
84 45426 2
84 46428 3
84 48259 2
85 4757 5
85 7869 1
85 9713 4
85 20284 2
85 27233 1
85 27336 4
85 33330 2
85 38729 3
86 1844 5
86 1916 1
86 12826 2
86 16756 5
86 17069 1
86 26283 3
86 26393 5
86 26623 5
86 34865 2
86 48287 5
86 48662 5
87 3450 1
87 29736 3
87 37277 3
87 38163 5
87 40450 5
87 42139 5
87 42184 3
87 43942 5
87 45153 3
88 1282 1
88 24601 4
88 25971 5
88 36414 1
88 39291 3
88 40552 2
88 43019 2
88 45051 5
88 46486 3
89 7405 4
89 20895 4
90 384 5
90 4724 5
90 7690 4
90 9947 5
90 16363 1
90 19746 3
90 22921 2
90 25614 5
90 26935 3
90 39226 1
90 41709 2
90 48610 5
91 8775 2
91 13271 2
91 13689 5
91 17346 1
91 20757 5
91 21394 3
91 25013 2
91 26352 5
91 39299 4
91 40077 3
91 49309 1
91 49492 4
92 15876 3
92 16451 2
92 17456 2
92 23587 1
92 28865 1
92 29960 5
92 32684 2
92 32983 1
92 34577 2
92 40781 4
92 43759 3
92 44848 4
93 3704 5
93 4053 3
93 15487 2
93 18560 4
93 19793 4
93 20987 1
93 32527 1
93 38585 4
93 41935 4
94 2056 5
94 3041 3
94 7885 3
94 8530 2
94 12288 4
94 16978 3
94 17526 1
94 18845 3
94 23048 5
94 25813 4
94 27534 2
94 40830 4
94 41720 2
94 46003 1
94 47884 4
94 49526 5
95 470 1
95 1001 3
95 18272 5
95 24211 4
95 25969 3
95 32855 4
95 34201 2
96 3788 2
96 11825 1
96 35995 5
96 41475 1
96 42153 2
97 1872 5
97 2752 5
97 8149 4
97 9907 4
97 19502 1
97 28839 2
97 28994 5
97 33989 2
97 49664 1
98 2300 5
98 11825 1
98 14853 5
98 20949 4
98 40312 3
98 44623 2
98 48619 5
99 4884 4
99 20875 3
99 22142 3
99 24788 4
99 26432 2
99 26891 4
99 26982 4
99 29074 5
99 29267 4
99 35701 2
99 38855 4
99 46839 2
99 48182 4
100 6802 2
100 7389 2
100 15617 5
100 18346 3
100 22466 2
100 26315 5
100 30611 2
100 31746 4
100 33915 3
100 37704 1
100 44335 5
100 49103 1
101 6559 4
101 7594 1
101 8693 3
101 14048 3
101 14493 3
101 23082 4
101 34163 2
101 37003 2
101 41280 2
101 43739 5
101 49333 4
102 2917 4
102 10437 5
102 11378 4
102 16056 4
102 16234 3
102 22985 1
102 23076 4
102 23112 3
102 28977 3
102 31875 4
102 33679 3
102 34775 5
102 36159 5
102 42702 5
102 43555 1
102 45177 1
102 47073 1
102 47467 5
102 49863 5
103 6548 3
103 9687 3
103 23862 2
103 31939 4
103 36368 4
103 40853 1
103 49061 4
103 49111 4
104 5762 3
104 12180 4
104 13615 1
104 34087 1
104 38113 1
104 38760 3
104 41682 3
104 49454 1
105 1243 5
105 2350 1
105 2476 2
105 20287 1
105 22696 5
105 24453 5
105 35844 2
105 42582 2
105 44969 2
105 49713 4
106 25178 5
106 27793 2
106 28349 1
106 28734 3
106 33034 4
106 34612 4
106 34761 2
106 35888 1
106 40597 1
106 47037 1
106 47844 3
107 237 5
107 7317 4
107 8136 2
107 12253 5
107 18188 4
107 24620 3
107 25481 1
107 34021 4
107 40141 4
107 47497 3
108 13705 1
108 23594 3
108 28591 4
108 34498 3
108 39108 2
109 4244 1
109 8554 5
109 10796 1
109 15597 3
109 16452 4
109 24462 1
109 30773 2
109 35679 5
109 35749 2
109 40246 4
109 42414 3
110 6587 1
110 16274 2
110 17072 3
110 17836 3
110 22000 1
110 22759 1
110 22873 5
110 24180 4
110 30558 5
110 31326 3
110 38991 4
110 39409 4
111 837 5
111 3482 4
111 11248 2
111 11800 5
111 13207 2
111 25241 2
111 33324 5
112 1715 4
112 5322 3
112 5605 4
112 10851 4
112 31905 2
112 32523 5
112 37485 3
112 37806 4
112 40240 3
112 40463 3
112 49377 4
113 11019 5
113 20901 5
113 26667 4
113 34757 2
113 35020 3
113 48505 4
114 3149 2
114 4621 2
114 16510 5
114 21636 1
114 22759 2
114 23639 5
114 30737 4
114 38493 5
114 38933 2
114 40243 3
114 44428 3
115 1912 2
115 4113 2
115 7826 1
115 9298 4
115 10189 3
115 13456 1
115 18468 2
115 22107 3
115 33389 1
115 35592 4
115 38964 1
115 44009 5
115 44784 1
115 48182 2
116 1821 5
116 2314 3
116 3002 2
116 11811 2
116 12752 4
116 13269 3
116 26041 5
116 30802 2
116 31616 4
116 37171 1
116 38671 1
116 42941 5
116 43178 4
116 45973 4
117 2582 2
117 5005 2
117 9862 4
117 11374 3
117 29852 3
117 35203 5
117 35500 5
117 39900 2
117 49829 5
118 191 2
118 455 3
118 19851 5
118 23165 2
118 23371 1
118 26122 3
118 26677 5
118 28459 5
118 30352 2
118 32273 3
118 35994 3
119 193 3
119 4080 5
119 23792 2
119 24863 3
119 28279 1
119 30711 5
119 33732 4
119 44448 2
119 45034 4
120 2669 1
120 3164 5
120 7296 4
120 16559 1
120 29574 4
120 29824 1
120 34288 2
120 44623 4
120 48663 4
121 3392 5
121 5360 4
121 9662 3
121 30365 3
121 31312 4
121 31325 5
121 37096 5
121 47765 2
122 763 4
122 1312 4
122 24222 5
122 24228 1
122 24935 3
122 26143 4
122 26536 2
122 27706 5
122 30141 4
122 34477 3
122 36884 2
122 40375 4
122 44705 5
123 882 3
123 8129 1
123 10543 1
123 10860 5
123 11776 2
123 14483 2
123 17718 5
123 21061 1
123 24396 3
123 33692 1
123 36739 3
123 38375 2
123 47590 3
124 6896 4
124 9745 1
124 10316 3
124 21064 3
124 22962 3
124 32308 5
124 32374 5
124 44967 5
124 46942 2
125 2430 2
125 25122 4
125 27360 3
125 42180 1
126 3041 4
126 3707 3
126 6903 1
126 16136 5
126 24798 3
126 25518 2
126 30092 4
126 33030 5
126 38986 5
126 42224 4
126 45751 5
126 47901 5
126 49215 2
127 515 3
127 2338 1
127 3822 5
127 11870 1
127 21183 4
127 24752 5
127 27304 1
127 29681 4
127 49556 4
128 620 4
128 1130 4
128 6860 3
128 9415 1
128 35980 3
128 44870 2
129 19641 3
129 21283 1
129 22074 2
129 26966 3
129 28318 2
129 29455 5
129 30410 3
129 30486 3
129 36886 3
129 40005 5
129 44020 2
129 47282 4
130 1385 2
130 2691 5
130 6485 2
130 21360 5
130 21576 1
130 30729 4
130 42325 4
130 47951 3
131 2557 1
131 6439 1
131 11472 5
131 28271 5
131 28594 5
131 28697 5
131 38144 5
131 38155 4
131 43260 2
132 624 2
132 3839 5
132 3992 5
132 14370 1
132 21729 2
132 22500 1
132 28134 4
132 35306 4
132 38984 2
132 40668 3
132 42696 5
132 43108 2
132 47945 2
132 48965 4
133 14945 3
133 17734 4
133 21217 3
133 22074 5
133 23988 4
133 24119 2
133 24175 1
133 32065 1
133 36372 4
133 37173 2
133 41030 3
133 46148 4
133 49746 2
134 2849 2
134 24712 2
134 27442 3
134 27478 3
134 33799 5
134 39209 2
134 48559 1
135 1605 1
135 1641 4
135 12863 3
135 18714 3
135 20224 3
135 35000 1
135 36259 2
135 36962 1
135 49920 4
136 8425 5
136 11355 5
136 14639 1
136 14898 5
136 21950 5
136 26926 5
136 31469 5
136 35122 5
136 36395 3
136 40718 5
137 322 5
137 4524 4
137 13841 1
137 23992 2
137 25739 1
137 43933 5
137 46033 4
138 10178 5
138 18825 1
138 21964 1
138 22321 4
138 27375 3
138 29752 2
138 36257 4
138 36696 2
138 39763 1
138 47989 1
139 1043 5
139 3051 5
139 3553 1
139 6805 3
139 9411 4
139 13603 1
139 16119 1
139 22883 5
139 44580 5
140 3002 4
140 4000 3
140 19315 2
140 27393 3
140 33061 5
140 37093 1
140 44525 2
140 48969 1
141 8320 4
141 17428 2
141 35684 4
141 39228 1
141 45577 3
141 48232 4
142 1050 5
142 5822 2
142 7744 3
142 25171 4
142 30961 4
142 32549 1
142 38679 1
142 41089 1
142 44367 4
142 46070 4
142 49269 1
143 720 3
143 5578 1
143 13003 2
143 14224 4
143 20401 2
143 22377 3
143 25081 5
143 27730 3
143 30550 3
143 34235 5
143 47878 4
144 4092 4
144 16697 3
144 23575 5
144 37341 3
145 11354 2
145 14833 2
145 19083 5
145 27210 1
145 27753 3
145 28233 3
145 28386 3
145 35764 4
145 39452 5
145 46539 2
146 10100 1
146 18752 2
146 22586 5
146 24487 5
146 25910 5
146 38819 5
146 39960 5
146 42566 5
146 46136 4
146 47707 5
147 1044 2
147 4303 5
147 10263 1
147 10447 3
147 23450 1
147 33490 2
147 34203 5
147 38149 4
147 42746 2
147 43623 1
147 46130 1
148 9966 2
148 14361 1
148 17869 2
148 38470 1
148 41097 1
148 46326 2
148 49799 2
149 3370 4
149 6066 3
149 6493 5
149 10502 1
149 15784 1
149 17890 4
149 23254 5
149 32299 3
149 35753 2
149 49832 2
150 2986 3
150 4555 2
150 6466 3
150 10522 1
150 25216 2
150 33724 5
150 35215 3
150 40021 3
150 49296 4
151 3100 1
151 3678 4
151 5666 5
151 18818 1
151 19691 4
151 24172 3
151 37287 4
151 38445 4
151 46039 5
152 1404 1
152 1417 5
152 2983 3
152 7210 2
152 8129 3
152 36877 5
152 38057 4
152 39960 2
152 42310 1
152 47498 5
152 49176 1
153 8371 3
153 10949 4
153 10969 1
153 11582 3
153 15031 4
153 17883 1
153 18494 1
153 21865 3
153 23504 3
153 27633 2
153 29820 2
153 32146 4
153 32233 1
153 34491 3
153 37744 3
153 41684 2
153 46139 3
154 4583 2
154 6094 4
154 20947 3
154 22704 4
154 25707 1
154 37037 5
154 38337 2
154 40583 2
154 44982 4
155 872 1
155 3076 1
155 4292 2
155 4820 5
155 14352 5
155 15813 4
155 21379 4
155 24669 3
155 33156 2
155 36458 5
155 40565 5
155 48509 2
156 1529 4
156 12012 4
156 13040 2
156 16210 3
156 24513 3
156 41598 5
156 42270 5
156 48368 1
156 49809 1
157 3540 2
157 23384 4
157 26705 4
157 27943 5
157 33788 3
157 41859 2
158 2409 3
158 5229 4
158 31179 3
158 33957 3
158 43170 3
158 45257 5
159 6216 3
159 14096 4
159 14169 3
159 17291 1
159 17704 5
159 19127 5
159 23089 3
159 24793 3
159 26595 5
159 35195 3
160 13637 2
160 14163 2
160 20306 2
160 20808 5
160 21444 2
160 23394 2
160 32689 1
160 36868 2
160 37388 5
160 37941 2
160 41035 1
160 44602 5
161 287 5
161 4046 2
161 5177 5
161 9743 3
161 11236 4
161 12614 3
161 24907 1
161 26907 1
161 27125 4
161 34783 5
161 36441 2
161 41167 4
162 7279 3
162 8414 4
162 10442 1
162 12101 4
162 13209 4
162 19148 3
162 29340 1
162 30863 3
162 42912 5
162 46504 2
163 7456 2
163 9088 5
163 12962 4
163 19084 4
163 27053 4
163 27624 3
163 38852 3
163 40989 2
163 47514 2
164 2253 2
164 5895 3
164 13635 1
164 17193 1
164 17416 1
164 25405 5
164 26213 5
164 28631 3
164 29307 2
164 48962 5
164 49375 4
165 4132 2
165 7450 3
165 10175 2
165 35179 4
165 35202 1
165 38125 4
165 38396 3
165 45410 1
165 45922 5
166 3558 5
166 14043 4
166 14144 4
166 17344 2
166 24411 2
166 32828 2
166 34047 5
166 37252 5
166 37282 3
167 480 5
167 2407 4
167 4233 5
167 9141 4
167 18904 3
167 20312 5
167 21336 1
167 23985 4
167 28812 3
167 34374 4
167 37590 3
167 48239 5
168 7394 4
168 16075 2
168 18833 2
168 24275 5
168 26487 1
168 27101 3
168 29377 4
168 33800 2
168 34413 2
168 43541 4
168 48742 5
169 816 2
169 3270 3
169 6250 4
169 23437 4
169 32332 1
169 37311 5
169 39519 5
169 44403 3
169 45059 3
169 47586 2
170 3865 2
170 7558 2
170 8796 3
170 16974 1
170 20791 3
170 27283 3
170 32505 4
170 46939 3
170 47171 2
170 48320 2
171 10169 3
171 10596 2
171 11256 1
171 15443 3
171 17003 3
171 18935 5
171 22313 3
171 24485 3
171 30627 1
171 31159 3
171 35104 1
171 44935 4
171 45203 3
172 11882 4
172 16495 3
172 16696 5
172 17054 5
172 39803 5
172 42483 2
172 49071 1
173 1621 2
173 4677 1
173 20036 3
173 21354 2
173 22891 2
173 28876 2
173 35045 1
173 36680 4
173 42983 4
173 43661 2
173 46710 3
174 3082 5
174 5984 3
174 11340 5
174 12405 4
174 15128 3
174 20754 2
174 21636 1
174 22934 1
174 23313 3
174 35226 5
174 47456 4
175 6459 1
175 22185 3
175 26951 3
175 30491 3
175 36280 1
175 39463 2
175 44844 3
176 3796 1
176 13133 3
176 15360 4
176 26054 5
176 29039 5
176 30349 5
176 36535 3
176 39199 3
176 42703 1
176 42818 2
177 7270 5
177 9455 4
177 10588 4
177 12157 1
177 14235 2
177 21325 2
177 36391 4
177 46586 1
178 680 2
178 731 2
178 2533 1
178 11835 3
178 11992 1
178 18320 3
178 18764 1
178 18985 5
178 19552 4
178 25631 2
178 27278 1
178 31920 3
178 31979 5
178 40495 3
178 41299 2
178 44214 1
179 5219 5
179 10518 5
179 23399 1
179 25714 4
179 29933 3
179 31815 1
179 44215 3
179 45399 2
180 3428 1
180 3850 4
180 8676 2
180 12930 4
180 18752 5
180 28223 1
180 30815 2
180 31789 4
180 45750 5
180 47815 1
181 1397 2
181 5053 5
181 6429 5
181 13966 3
181 14453 1
181 19126 2
181 20295 4
181 33341 1
181 37625 2
181 39761 5
181 45565 2
182 3505 1
182 7548 2
182 14203 5
182 18865 3
182 34482 5
182 34874 3
182 34889 4
182 49379 2
183 2660 2
183 3562 2
183 6915 1
183 22087 3
183 23007 1
183 31093 4
183 36588 1
183 41409 2
183 41947 3
183 44845 3
183 46043 5
184 7203 1
184 9614 2
184 13026 5
184 13454 5
184 15240 2
184 16473 3
184 18854 4
184 25952 4
184 27761 4
184 34744 1
184 35695 5
184 41941 3
185 500 1
185 6563 4
185 10632 1
185 36687 2
185 42688 1
186 2521 1
186 2840 4
186 6082 5
186 15849 3
186 17662 1
186 23480 1
186 25878 1
186 31650 5
186 36406 5
186 39907 1
186 40797 5
187 1938 4
187 14559 1
187 22240 1
187 26363 3
187 34300 2
187 37376 3
187 38532 3
187 39597 4
188 19403 4
188 23381 3
188 32526 2
188 33710 1
188 38409 3
188 39925 4
188 41907 5
188 46915 1
189 3807 1
189 28443 5
189 33903 3
189 35999 1
189 40010 2
190 2873 1
190 4495 2
190 10478 5
190 13501 5
190 17150 3
190 18978 4
190 21488 5
190 21684 3
190 22174 1
190 37875 5
191 3829 2
191 7454 3
191 21401 1
191 22354 2
191 26031 3
191 26178 1
191 27770 2
191 31893 1
191 33340 5
191 36335 2
191 44737 4
191 45276 3
191 45813 3
191 47196 4
191 47296 2
191 47921 4
192 6908 2
192 8556 5
192 12828 3
192 16686 5
192 27972 2
192 32011 1
192 33349 2
192 36087 2
192 43187 3
192 45011 2
192 46508 2
193 9651 3
193 12406 4
193 28850 4
193 33594 5
193 44485 5
193 46125 4
194 5412 2
194 16614 1
194 19152 5
194 32616 3
194 34631 2
194 38872 1
194 41679 2
194 44134 4
194 49731 2
195 4813 2
195 10226 3
195 11894 4
195 17922 2
195 20662 2
195 26400 1
195 30254 5
195 33433 2
195 45480 2
195 49469 2
196 1123 3
196 8370 1
196 12988 5
196 22202 3
196 23939 5
196 29475 2
196 29737 1
196 34231 2
196 37394 2
196 38197 5
196 40296 1
196 42172 4
196 48207 4
197 3489 5
197 8158 5
197 12740 1
197 24470 1
197 24748 2
197 25057 4
197 41944 5
198 7748 2
198 8189 5
198 9842 4
198 12257 2
198 20704 4
198 23376 4
198 23515 5
198 25719 3
198 26014 5
198 29885 3
198 31289 2
198 33740 4
198 39329 5
198 39930 1
198 40702 2
198 44467 4
198 45131 4
199 4510 2
199 7953 1
199 16726 1
199 20674 2
199 33075 5
199 37556 4
199 41968 3
199 44095 3
200 1518 5
200 16132 4
200 21433 5
200 21543 5
200 36317 3
200 42282 2
201 3315 5
201 8047 2
201 12436 3
201 12474 4
201 19556 4
201 22188 3
201 25059 2
201 32154 3
201 35340 2
201 37908 1
201 45410 3
201 48996 4
202 8927 3
202 12757 5
202 13124 5
202 14037 2
202 18461 4
202 25050 5
202 27147 4
202 28000 4
202 28437 3
202 32614 2
202 40283 5
202 44184 2
203 2075 1
203 6236 5
203 22423 3
203 22598 3
203 22952 4
203 26405 5
203 47927 4
204 597 5
204 2106 2
204 4043 3
204 4326 4
204 12723 1
204 22996 4
204 24910 4
204 30590 5
204 32941 1
204 33415 2
204 35646 5
204 36472 4
204 37811 5
204 42605 4
204 44485 1
205 5609 2
205 12116 5
205 13128 4
205 24011 3
205 31382 5
205 39762 5
205 39867 2
205 40883 1
206 3796 3
206 6500 1
206 8720 5
206 14784 3
206 19241 1
206 20787 2
206 24966 4
206 30883 5
206 38075 5
206 39158 4
207 2804 2
207 7013 4
207 8884 4
207 11595 5
207 19474 1
207 29164 2
207 29263 4
207 37831 3
208 36422 2
208 37769 5
208 48614 5
209 1665 2
209 1843 2
