2000 7944
50 1875 64
50 1942 55
51 159 51
51 261 6
51 415 54
51 501 54
51 556 66
51 1560 21
51 1635 52
51 1649 78
51 1984 26
52 279 27
52 1287 45
52 1317 70
52 1481 21
52 1614 93
52 1844 49
52 1863 5
52 1978 78
53 77 61
53 302 58
53 668 22
53 1285 87
53 1666 99
53 1722 12
54 111 54
54 510 45
54 748 94
54 870 5
54 1161 13
54 1232 57
54 1469 91
54 1558 12
54 1765 72
54 1830 34
55 186 27
55 355 76
55 697 39
55 800 25
55 1466 91
55 1891 25
56 289 75
56 570 8
56 644 24
56 1253 92
56 2000 41
57 774 13
57 803 22
57 890 76
57 1195 10
57 1274 80
57 1991 28
58 110 19
58 704 29
58 962 64
58 1167 78
58 1614 48
58 1667 6
58 1994 39
59 288 77
59 429 50
59 802 43
59 1032 21
59 1235 13
59 1504 76
59 1720 27
59 1836 2
60 138 77
60 166 42
60 730 40
60 1382 90
60 1796 90
61 317 7
61 347 8
61 501 60
61 849 96
61 859 7
61 1059 78
61 1120 16
61 1373 56
61 1837 73
62 127 64
62 188 75
62 354 29
62 476 98
62 745 9
62 776 74
62 812 34
62 1264 88
63 134 28
63 633 55
63 813 17
63 852 52
63 934 22
63 946 20
63 1743 85
64 107 46
64 115 5
64 207 6
64 390 74
64 421 69
64 1395 5
64 1716 45
65 125 33
65 604 70
65 1043 51
65 1063 70
65 1149 8
65 1665 40
65 1755 77
65 1896 23
65 1940 99
66 219 67
66 616 23
66 783 49
66 1250 17
66 1338 1
66 1451 75
66 1595 72
66 1712 98
66 1868 16
67 320 2
67 879 76
67 925 18
67 1307 45
67 1451 62
67 1471 33
67 1658 70
67 1690 59
67 1893 35
68 261 22
68 568 27
68 577 53
68 946 93
68 978 6
68 982 43
68 1334 98
68 1367 70
68 1374 66
68 1406 72
68 1432 12
68 1713 21
68 1771 17
68 1772 20
68 1952 78
69 482 72
69 983 81
69 1100 17
69 1309 62
69 1501 39
69 1512 62
69 1650 83
69 1786 9
69 1807 95
70 124 57
70 403 63
70 543 33
70 1635 38
70 1855 99
71 164 36
71 502 4
71 668 25
71 863 40
71 927 38
71 1247 80
71 1336 75
71 1481 95
71 1551 25
71 1732 54
71 1737 2
71 1807 85
71 1897 30
71 1994 50
72 240 20
72 778 61
72 802 16
72 1008 69
72 1547 26
73 104 76
73 274 61
73 429 84
73 521 31
73 650 77
73 754 13
73 767 92
73 1491 33
73 1819 33
74 537 74
74 729 44
74 1032 29
74 1565 6
74 1753 35
74 1884 79
75 273 77
75 432 76
75 537 80
75 635 89
75 761 15
75 900 63
75 963 72
75 1157 58
75 1193 9
76 129 27
76 340 68
76 662 20
76 1109 14
76 1122 73
76 1246 21
76 1461 1
76 1950 12
77 485 79
77 518 78
77 897 86
77 1091 28
77 1502 29
77 1649 66
77 1835 25
78 387 21
78 501 78
78 605 30
78 613 75
78 779 41
78 1420 73
78 1527 25
78 1644 76
78 1765 50
78 1835 71
79 182 78
79 718 71
79 885 1
79 997 98
79 1342 15
79 1554 53
79 1574 27
79 1866 48
80 110 60
80 126 28
80 227 30
80 470 62
80 571 95
80 626 8
80 750 58
80 874 53
80 932 72
80 973 45
80 1362 55
80 1372 1
80 1996 57
81 508 70
81 776 81
81 1122 32
81 1124 74
81 1241 12
81 1255 19
81 1463 48
81 1661 100
81 1776 65
81 1830 100
81 1872 81
81 1983 97
82 928 52
82 1076 9
82 1152 70
82 1774 77
82 1792 89
83 123 57
83 251 47
83 639 51
83 945 61
83 1186 9
83 1650 64
83 1726 9
83 1740 51
84 97 40
84 226 80
84 356 20
84 599 63
84 868 47
84 1334 17
84 1917 42
85 1675 49
86 391 75
86 536 26
86 538 9
86 898 15
86 1360 10
86 1416 100
86 1676 47
86 1919 56
87 239 8
87 480 91
87 518 73
87 682 14
87 1226 79
87 1916 79
88 1083 34
88 1212 83
88 1257 85
88 1491 88
88 1589 70
88 1600 38
88 1963 31
88 1992 17
89 142 2
89 156 91
89 281 96
89 434 96
89 440 18
89 646 14
89 747 65
89 1619 40
89 1790 32
90 859 74
90 899 30
90 1075 74
90 1387 30
90 1565 60
91 158 39
91 451 39
91 1486 87
91 1722 36
91 1818 40
91 1993 51
92 122 51
92 466 86
92 598 96
92 907 97
92 1748 92
92 1952 9
93 770 54
93 1015 97
93 1227 80
93 1466 24
93 1862 69
93 1952 46
94 176 69
94 216 31
94 612 59
94 656 72
94 879 46
94 883 41
94 1407 51
94 1612 99
94 1760 1
94 1857 72
95 257 47
95 801 45
95 804 3
95 1225 40
95 1490 66
95 1934 37
96 785 95
96 929 40
96 1041 76
96 1546 25
96 1617 3
96 1798 12
97 1166 81
97 1212 32
97 1277 63
97 1557 80
98 473 39
98 580 6
98 930 100
98 955 33
98 1696 96
98 1795 65
99 570 41
99 737 51
99 808 67
99 1200 22
99 1209 32
99 1323 44
99 1330 46
99 1460 98
99 1810 6
100 269 67
100 567 64
100 577 56
101 1259 80
101 1670 26
101 1876 51
102 389 38
102 705 49
102 904 29
102 1033 62
102 1074 96
102 1106 100
102 1252 20
102 1342 60
102 1431 99
102 1470 71
103 133 9
103 592 68
103 990 10
103 1347 60
103 1615 26
103 1873 38
103 1924 77
103 1989 22
104 622 36
104 751 62
104 862 53
104 863 36
104 890 44
104 1540 60
104 1700 7
105 195 24
105 229 9
105 804 92
105 1495 95
105 1653 2
105 1715 24
105 1982 21
106 298 75
106 356 37
106 636 92
106 716 59
106 898 35
106 945 45
106 947 20
106 986 36
106 1670 87
106 1923 61
107 226 67
107 411 13
107 832 79
107 989 46
107 1010 70
107 1211 64
107 1508 80
107 1815 70
107 1900 89
107 1933 57
108 109 96
108 161 60
108 1200 13
108 1350 7
108 1397 22
109 163 29
109 364 98
109 839 21
109 966 63
109 1196 86
109 1423 61
109 1598 95
109 1998 10
110 194 34
110 684 9
110 882 86
111 244 41
111 539 31
111 1668 55
111 1820 68
112 642 94
112 1026 61
112 1525 9
112 1652 38
113 366 26
113 733 99
113 927 69
113 1193 55
114 281 55
114 539 42
114 573 25
114 625 43
114 895 43
114 1320 59
114 1447 42
114 1759 69
114 1778 24
115 550 89
115 588 28
115 814 26
115 931 96
115 1176 57
115 1229 42
115 1359 19
115 1411 66
115 1960 60
115 1981 26
116 278 73
116 413 87
116 417 73
116 468 34
116 486 24
116 489 76
116 534 44
116 979 23
116 1158 53
116 1207 90
116 1292 99
116 1606 43
117 663 100
117 1140 85
117 1637 89
117 1775 84
118 646 75
118 751 56
118 1328 53
118 1549 39
118 1676 33
119 229 78
119 314 72
119 701 72
119 750 30
119 777 67
119 798 33
119 1007 78
119 1061 95
119 1131 43
119 1339 41
119 1381 37
119 1820 100
119 1900 83
119 1977 17
120 244 23
120 324 6
120 814 55
120 1209 91
120 1380 99
120 1383 21
120 1396 69
120 1930 68
121 148 94
121 212 88
121 380 77
121 510 99
121 1040 5
121 1314 93
121 1938 62
122 188 67
122 349 42
122 656 8
122 960 67
122 989 40
122 1160 4
122 1622 45
123 235 28
123 509 75
123 1110 19
123 1215 79
123 1243 61
123 1711 97
123 1792 76
124 131 85
124 889 21
124 1021 70
124 1150 17
124 1156 94
124 1306 43
124 1748 14
124 1800 81
124 1926 81
125 839 89
125 928 65
125 989 46
125 996 30
125 1110 92
125 1139 36
125 1334 3
125 1407 97
125 1732 79
125 1937 20
126 247 85
126 271 65
126 299 78
126 321 74
126 383 66
126 599 43
126 607 73
126 773 17
126 1473 9
127 473 8
127 497 8
127 810 45
127 894 32
127 1123 81
127 1284 65
127 1321 60
127 1525 32
127 1609 5
127 1816 91
127 1952 100
128 455 53
128 752 18
128 777 54
128 1272 47
128 1665 93
129 462 37
129 687 6
129 1571 55
129 1706 57
129 1738 62
130 527 81
130 633 100
130 767 72
130 1430 62
130 1692 56
130 1718 36
130 1746 36
130 1872 35
131 227 21
131 686 74
131 713 23
131 1099 20
131 1261 20
131 1623 20
131 1640 55
131 1792 54
131 1860 21
132 523 33
132 529 6
132 1095 79
132 1659 87
133 320 3
133 410 62
133 737 94
133 751 55
133 856 75
133 1364 8
133 1449 21
133 1503 33
133 1572 59
133 1875 48
133 1991 77
134 235 63
134 272 32
134 1330 42
134 1591 39
134 1728 12
134 1806 50
134 1871 67
135 149 82
135 219 23
135 410 76
135 628 55
135 778 9
135 788 30
135 906 49
135 1003 36
135 1061 93
135 1459 72
135 1557 73
135 1864 72
136 176 77
136 200 99
136 856 71
136 1005 44
136 1315 67
136 1395 18
137 667 10
137 783 71
137 910 23
137 918 78
137 1000 7
137 1049 65
137 1087 67
137 1542 64
137 1566 54
137 1734 57
137 1736 85
138 159 14
138 603 71
138 899 88
138 1388 26
138 1428 32
138 1758 71
138 1851 55
139 659 33
139 904 49
139 989 38
140 237 90
140 293 13
140 1093 37
140 1231 45
140 1549 28
140 1597 14
141 278 13
141 285 16
141 865 73
141 948 25
141 1563 12
141 1591 12
141 1620 35
141 1875 5
142 278 32
142 306 19
142 308 54
142 734 29
142 830 43
142 843 60
142 1234 48
142 1369 9
142 1644 83
142 1795 39
142 1853 58
143 197 87
143 381 58
143 523 94
143 676 92
143 881 23
143 1424 25
143 1648 51
143 1772 61
144 243 83
144 351 100
144 377 35
144 437 37
144 605 64
144 1272 85
144 1455 11
144 1951 34
145 175 31
145 551 21
145 618 78
145 1272 76
145 1375 72
145 1493 93
145 1827 34
145 1954 18
146 159 45
146 521 23
146 554 48
146 639 91
146 669 11
146 1108 35
146 1189 16
146 1765 8
146 1891 72
147 1432 53
147 1644 97
147 1646 75
147 1708 51
147 1890 82
147 1898 41
148 404 93
148 409 8
148 919 46
148 1298 13
148 1699 18
149 156 70
149 1365 63
149 1520 71
149 1812 99
149 1940 27
150 810 45
150 1070 52
150 1595 80
151 597 33
151 1158 7
151 1191 83
151 1229 66
152 914 83
152 1094 86
152 1303 39
152 1693 21
152 1872 9
153 564 84
153 1120 62
153 1295 71
153 1298 77
153 1543 19
153 1932 63
153 1950 72
154 282 25
154 604 96
154 635 27
154 665 63
154 891 94
154 1476 91
154 1521 67
154 1670 14
154 1770 31
155 491 17
155 566 81
155 710 3
155 1276 41
155 1666 37
155 1679 81
156 571 13
156 607 53
156 1016 64
157 220 2
157 490 15
157 616 37
157 1082 46
157 1102 28
157 1201 86
157 1423 53
157 1819 57
158 646 97
158 1231 39
158 1391 88
158 1397 60
159 302 61
159 471 60
159 698 41
159 1599 43
159 1638 8
159 1787 3
160 203 95
160 671 92
160 712 33
160 938 82
160 1022 70
160 1124 72
160 1545 36
161 531 92
161 1074 59
161 1553 56
161 1720 7
162 245 72
162 451 22
162 980 23
162 999 17
162 1333 1
162 1545 73
163 192 56
163 661 47
163 1018 11
163 1102 48
163 1191 97
163 1524 61
163 1534 17
163 1713 82
164 170 48
164 314 89
164 498 7
164 1198 12
164 1311 73
164 1347 30
164 1844 100
165 336 67
165 418 76
165 774 9
165 945 44
165 1613 54
165 1938 34
166 286 35
166 518 74
166 1302 45
166 1632 62
166 1728 91
167 258 95
167 278 80
167 342 65
167 1130 85
167 1684 24
167 1740 9
167 1810 78
167 1935 15
168 413 77
168 419 68
168 992 44
168 1027 28
168 1744 42
168 1923 7
169 501 77
169 735 21
169 1157 13
169 1691 69
169 1994 99
170 286 5
170 414 3
170 550 94
170 672 59
170 686 72
170 1085 86
170 1426 53
170 1490 7
170 1562 90
170 1842 20
170 1978 35
171 264 83
171 419 13
171 497 6
171 543 20
171 644 25
171 1255 23
171 1347 74
172 578 69
172 600 9
172 1586 66
172 1744 89
173 1333 53
173 1737 42
173 1810 92
174 669 100
174 677 23
174 766 13
174 820 58
174 1256 3
174 1383 48
174 1394 10
174 1410 35
174 1632 22
174 1648 7
175 792 31
175 907 63
175 1041 65
175 1272 37
175 1456 39
175 1988 1
176 342 89
176 736 70
176 972 15
176 989 14
176 1299 74
176 1307 59
176 1635 16
176 1776 14
176 1860 9
176 1883 43
177 286 81
177 613 62
177 870 58
177 888 97
177 1153 95
177 1600 8
177 1617 86
177 1733 87
178 431 63
178 493 93
178 930 30
178 1660 90
178 1758 73
178 1933 18
179 331 44
179 569 69
179 1135 74
179 1361 19
179 1492 34
179 1652 11
179 1897 64
180 329 13
180 1213 47
180 1256 12
180 1319 5
180 1582 35
180 1994 2
181 246 86
181 474 96
181 850 36
181 1122 98
181 1134 2
181 1321 16
181 1460 26
181 1517 69
181 1605 49
181 1722 65
182 522 44
182 607 81
182 1133 65
182 1322 91
182 1563 39
183 350 52
183 484 62
183 513 86
183 1374 77
183 1599 96
183 1919 67
184 302 82
184 554 83
184 604 84
184 1665 32
185 302 37
185 336 88
185 402 7
185 1529 4
185 1540 99
185 1587 56
185 1746 36
185 1809 26
186 353 25
186 592 67
186 743 54
186 753 36
186 1472 86
186 1798 21
186 1920 25
187 255 79
187 355 21
187 865 15
187 940 29
187 981 71
187 1097 13
187 1122 93
187 1171 2
187 1442 100
188 324 25
188 1121 49
188 1297 86
188 1437 38
189 281 17
189 500 76
189 584 22
189 962 39
189 1009 46
189 1134 69
189 1184 3
189 1191 35
189 1567 39
189 1662 58
189 1956 35
190 306 13
190 1021 18
190 1200 11
190 1219 61
190 1664 51
190 1726 78
190 1792 50
190 1851 34
190 1930 58
191 487 95
191 1143 80
191 1595 15
191 1908 16
192 229 81
192 739 11
192 873 79
192 997 5
192 1216 98
193 977 21
193 986 18
193 1047 62
193 1225 65
193 1603 12
193 1867 13
194 263 22
194 417 34
194 442 99
194 678 30
194 876 74
194 922 79
194 961 80
194 999 77
194 1004 37
194 1345 37
194 1413 25
194 1429 77
194 1585 79
194 1605 68
194 1651 45
194 1853 21
195 204 26
195 899 93
195 1392 63
195 1642 9
195 1725 24
196 285 35
196 516 30
196 567 2
196 678 50
196 917 55
196 1271 51
196 1285 24
196 1341 76
196 1541 53
196 1822 50
196 1939 39
196 1973 29
197 274 28
197 995 80
197 1061 37
197 1084 59
198 395 74
198 475 20
198 645 25
198 872 7
198 1019 90
198 1049 48
198 1166 36
198 1344 71
199 286 33
199 359 72
199 524 58
199 791 61
199 805 7
199 864 67
199 1068 49
199 1339 28
199 1492 27
200 423 81
200 480 26
200 918 74
201 485 76
201 585 83
201 1074 62
201 1405 40
201 1953 100
202 699 73
202 718 71
202 742 24
202 906 50
202 923 42
202 1208 84
203 1000 88
203 1054 8
203 1103 5
203 1229 8
203 1290 69
203 1291 37
203 1364 31
204 329 13
204 362 78
204 506 58
204 585 64
204 850 9
204 896 16
204 1076 63
204 1162 6
204 1366 56
204 1502 6
205 782 10
205 996 94
205 1091 71
205 1193 18
205 1370 95
205 1515 93
205 1757 65
206 738 22
206 864 48
206 1482 96
206 1557 65
206 1821 37
206 1960 57
207 267 30
207 974 49
207 1613 71
207 1704 22
208 383 49
208 746 3
208 1618 77
208 1795 61
208 1857 84
209 715 37
209 927 18
209 1053 87
209 1963 67
210 345 81
210 622 40
210 1021 46
210 1182 31
210 1815 61
210 1918 37
210 1920 82
211 419 12
211 511 72
211 632 40
211 637 75
211 1197 69
211 1331 52
212 219 76
212 616 86
212 709 56
212 1040 67
212 1524 78
212 1794 34
213 738 86
213 843 20
213 1210 9
213 1352 18
213 1497 24
213 1578 84
214 397 23
214 431 78
214 485 5
214 591 56
214 639 39
214 659 16
214 966 73
214 1006 54
214 1808 44
214 1932 19
215 826 48
215 1120 25
215 1229 47
215 1476 81
215 1525 93
215 1865 59
216 641 67
216 668 86
216 829 48
216 992 98
216 1091 10
216 1471 80
216 1821 96
216 1906 47
217 507 28
217 656 2
217 1170 55
217 1397 63
217 1721 93
218 278 46
218 1023 80
218 1940 35
219 810 86
219 860 85
219 1331 13
219 1519 10
219 1528 1
220 294 22
220 313 11
220 579 22
220 651 84
220 842 93
220 891 46
220 1505 82
220 1535 60
220 1727 87
220 1764 27
220 1854 44
221 454 100
221 487 45
221 618 40
221 808 12
221 866 16
221 907 30
222 465 7
222 801 78
222 1001 86
222 1230 53
222 1284 86
222 1363 51
222 1481 20
222 1535 65
222 1610 6
222 1849 33
222 1957 42
222 1981 76
222 1983 53
223 244 58
223 1130 68
223 1218 63
223 1338 20
224 474 25
224 1078 79
224 1296 85
224 1961 5
225 825 2
225 828 88
225 853 66
225 1134 77
225 1697 7
225 1888 47
226 573 52
226 589 39
226 696 81
226 1265 93
226 1597 93
226 1709 45
226 1716 9
227 555 25
227 810 18
228 1273 6
228 1763 97
229 239 44
229 571 50
229 574 8
229 677 4
229 724 95
229 764 58
229 768 99
229 1185 33
229 1361 34
229 1396 10
229 1408 59
229 1589 36
229 1706 92
229 1953 8
230 256 5
230 259 85
230 543 44
230 642 72
230 1004 35
230 1564 7
230 1749 4
230 1899 33
230 1998 89
231 270 35
231 504 90
231 551 36
231 1151 79
231 1786 9
232 437 40
232 438 75
232 630 75
232 682 95
232 866 85
232 938 40
232 1066 14
232 1243 7
232 1677 35
232 1727 10
232 1835 31
233 294 7
233 632 29
233 646 35
233 1026 28
233 1097 48
233 1159 32
233 1166 77
233 1474 50
233 1680 31
234 357 39
234 364 47
234 781 18
234 1047 91
234 1097 12
234 1336 10
234 1435 94
234 1453 59
234 1486 81
234 1711 76
234 1777 59
234 1820 2
234 1985 39
235 606 87
235 708 20
235 1394 78
235 1514 4
235 1690 51
236 290 98
236 356 5
236 596 77
236 902 78
236 1056 94
236 1522 50
236 1530 89
236 1708 21
236 1974 25
237 399 63
237 1187 73
237 1682 61
237 1696 67
238 257 37
238 734 48
238 843 92
238 946 54
238 1221 14
238 1595 86
238 1627 76
238 1779 43
238 1783 98
239 474 80
239 566 27
239 584 42
239 746 10
239 870 82
239 1008 46
239 1030 69
239 1153 59
239 1180 80
239 1259 38
239 1803 91
239 1911 98
240 561 10
240 666 14
240 781 51
240 1703 54
240 1834 95
240 1981 16
241 666 9
241 698 3
241 723 48
241 986 94
241 1198 40
241 1202 73
241 1285 46
241 1496 40
241 1506 41
241 1548 5
242 643 72
242 991 93
242 1000 20
242 1113 87
242 1314 64
242 1468 19
242 1479 62
242 1847 54
243 334 67
243 509 46
243 520 26
243 561 81
243 575 54
243 1729 30
243 1805 92
243 1897 6
244 383 50
244 436 14
244 585 85
244 1141 44
244 1223 88
244 1475 28
244 1664 57
244 1922 8
244 1978 51
245 278 98
245 416 83
245 502 99
245 1436 9
246 1428 66
246 1778 94
247 292 23
247 335 2
247 744 26
247 1057 49
247 1146 37
247 1230 58
248 878 52
248 941 27
248 995 37
248 1227 35
248 1423 49
249 744 96
249 901 4
249 1069 27
249 1948 23
250 476 60
250 611 33
250 891 52
250 1419 65
250 1510 85
251 285 82
251 637 39
251 798 39
251 1561 3
251 1875 81
252 660 14
252 825 68
252 1314 41
252 1700 14
252 1834 20
253 332 21
253 370 65
253 438 16
253 513 19
253 773 39
253 790 14
253 824 71
253 825 95
253 851 90
253 1069 71
253 1516 46
253 1579 72
253 1615 87
254 425 29
254 547 9
254 596 21
254 610 13
254 756 12
254 906 56
254 1216 46
254 1884 92
254 1913 54
254 1959 56
255 470 95
255 805 6
255 954 90
255 996 33
255 998 36
255 1134 80
255 1268 13
255 1442 43
255 1467 12
255 1494 50
255 1503 71
255 1531 23
255 1708 88
255 1745 35
256 307 11
256 377 89
256 811 75
256 1292 69
256 1425 1
256 1460 20
256 1582 55
256 1933 41
257 293 21
257 401 80
257 1224 90
257 1388 11
257 1525 27
257 1766 84
258 563 86
258 911 6
258 1076 98
258 1623 70
258 1778 33
259 618 6
259 667 29
259 942 27
259 1164 2
259 1302 79
259 1364 61
259 1531 66
259 1786 16
259 1984 42
259 1985 58
260 273 28
260 284 3
260 347 33
260 455 81
260 713 65
260 1110 71
260 1175 61
260 1685 71
260 1687 33
260 1963 1
261 312 73
261 360 25
261 475 1
261 951 83
261 1257 99
261 1331 14
261 1676 92
262 310 73
262 630 68
262 778 87
262 1377 80
263 559 45
263 721 92
263 961 93
263 1038 78
263 1191 41
263 1801 94
263 1914 59
264 374 82
264 1026 62
264 1548 4
264 1624 20
264 1814 20
264 1850 53
264 1963 13
265 517 26
265 1022 43
265 1568 1
265 1643 85
265 1864 51
265 1883 15
265 1966 3
265 1980 46
266 408 31
266 801 6
266 987 88
266 1194 25
266 1525 65
266 1892 63
266 1930 1
266 1967 37
267 296 17
267 1383 97
268 567 48
268 758 21
268 1388 88
268 1532 92
268 1614 59
268 1644 13
268 1708 89
268 1870 20
269 330 46
269 462 94
269 513 8
269 775 94
269 1012 12
269 1161 50
269 1338 73
269 1718 93
269 1968 86
270 494 29
270 826 12
270 925 36
270 1100 14
270 1299 56
270 1308 60
270 1617 42
270 1642 44
271 315 34
271 613 47
271 662 28
271 667 73
271 730 4
271 753 67
271 996 7
271 1284 39
271 1385 50
271 1389 15
271 1705 48
271 1721 21
272 502 71
272 697 77
272 706 65
272 743 19
272 967 63
272 1471 34
272 1517 47
272 1840 53
273 960 53
273 1283 24
273 1352 63
273 1490 36
273 1870 61
274 1226 18
274 1307 55
274 1323 27
274 1927 12
275 391 91
275 406 44
275 664 93
275 835 54
275 881 94
275 966 100
275 969 70
275 1387 60
275 1439 5
276 459 96
276 491 18
276 907 80
276 945 29
276 1071 35
276 1348 60
276 1515 70
276 1707 34
276 1990 26
277 327 5
277 485 29
277 635 64
277 720 37
277 778 1
277 903 98
277 961 97
277 1096 25
277 1457 5
277 1461 48
278 926 30
278 933 7
278 1075 26
278 1134 34
278 1418 74
278 1747 45
279 905 68
279 1487 29
279 1655 67
279 1985 22
279 1988 13
280 327 100
280 415 4
280 528 23
280 807 34
280 899 29
280 1267 32
280 1473 97
280 1477 77
280 1762 84
280 1873 37
281 551 56
281 753 33
281 962 87
281 968 88
281 1109 88
281 1184 44
281 1365 35
281 1443 33
281 1568 31
281 1686 28
281 1895 78
282 387 14
282 598 56
282 839 84
282 841 84
282 1208 22
282 1476 92
282 1503 1
282 1728 100
283 449 85
283 451 17
283 1026 67
283 1083 39
283 1204 88
283 1351 28
283 1719 62
284 309 9
284 1607 85
284 1807 83
285 448 87
285 567 65
285 700 54
285 1561 97
285 1603 92
285 1851 59
285 1977 37
286 1219 62
286 1248 13
286 1397 37
286 1417 53
286 1548 81
286 1597 23
286 1761 73
286 1796 97
287 714 86
287 1140 18
287 1421 55
287 1462 8
287 1467 77
287 1512 79
287 1558 83
287 1733 33
287 1835 86
288 352 24
288 504 36
288 846 90
288 1421 77
289 674 20
289 765 89
289 937 95
289 1648 48
289 1869 57
290 496 91
290 563 85
290 639 80
291 310 26
291 416 33
291 641 88
291 1010 48
291 1239 14
291 1436 68
291 1667 80
291 1871 55
292 354 66
292 749 80
292 1015 71
292 1547 16
292 1556 25
292 1863 16
293 396 86
293 637 4
293 842 10
293 1070 78
293 1116 66
293 1214 29
293 1687 68
293 1781 27
293 1784 8
294 575 61
294 757 44
294 773 24
294 1180 74
294 1573 62
294 1875 17
295 350 15
295 488 52
295 701 94
295 1408 64
296 441 49
296 739 57
296 1177 33
296 1387 68
296 1464 29
296 1789 66
297 346 63
297 376 11
297 1010 34
297 1129 9
297 1227 96
297 1535 23
297 1732 94
