50000 293369
105 33992 4
105 35451 4
105 36025 1
105 36623 4
105 39467 2
105 40013 3
105 40735 3
105 43327 4
106 14986 1
106 17217 5
106 19558 3
106 21309 5
106 29765 2
106 36513 4
106 39475 3
106 39914 4
106 42898 5
106 49962 4
107 4394 2
107 5561 3
107 9787 4
107 14175 5
107 15360 5
107 28418 4
107 32090 1
107 32830 2
107 34155 4
107 37744 1
107 42558 1
107 46206 1
108 7085 3
108 10090 3
108 12275 2
108 14180 3
108 20217 5
108 27799 4
108 31843 4
108 33885 1
108 40140 4
108 40866 5
109 6495 2
109 8778 1
109 12237 5
109 21373 3
109 25646 4
109 27369 1
109 29328 5
109 35083 5
109 43408 1
109 44837 4
110 1777 1
110 5133 2
110 6214 3
110 6776 1
110 9904 3
110 10932 3
110 16436 1
110 19610 2
110 23509 4
110 27787 3
110 29071 1
110 37623 3
110 41639 2
110 45626 1
111 5501 5
111 19789 5
111 21465 2
111 24627 5
111 25600 1
111 26028 2
111 40031 2
111 42746 1
111 46178 1
112 570 3
112 10717 5
112 11334 1
112 14146 4
112 15086 5
112 18511 5
112 23689 2
112 37188 4
112 39773 2
112 42499 2
113 2631 2
113 2689 2
113 5346 5
113 5824 1
113 7959 2
113 13258 3
113 20628 4
113 21429 5
113 28904 5
113 31743 2
113 39429 1
113 45184 5
113 46302 3
113 49580 4
114 4527 5
114 5973 2
114 6151 3
114 7165 1
114 21804 2
114 24012 3
114 28570 5
114 28930 4
114 34451 2
114 34912 3
114 35974 2
114 35998 1
114 47889 1
115 1224 1
115 5160 4
115 5591 3
115 10776 4
115 11969 3
115 14401 1
115 15116 1
115 16628 5
115 21500 2
115 29566 3
115 29578 4
115 31766 2
115 33457 2
115 35863 5
115 38232 1
116 4625 1
116 8343 3
116 19472 1
116 19631 4
116 23626 4
116 24014 4
116 31181 3
116 31579 1
116 31641 1
116 33158 3
116 41301 1
116 44361 4
116 44440 5
116 44948 1
116 46297 3
116 48356 5
116 49427 3
117 2126 5
117 6471 3
117 8603 2
117 10344 2
117 13413 2
117 17002 3
117 20698 2
117 27200 2
117 31549 5
118 5433 2
118 14156 4
118 17754 2
118 19937 5
118 25721 2
118 27536 5
118 31211 1
118 31444 4
118 40587 1
118 49535 1
119 2878 5
119 2902 2
119 9315 5
119 9627 2
119 24336 3
119 29572 1
119 30130 1
119 41641 4
119 42174 1
119 44875 1
119 49843 5
120 3194 1
120 5345 1
120 11176 2
120 11493 5
120 13115 2
120 18099 4
120 21974 5
120 23335 4
120 23620 1
120 24290 2
120 26739 2
120 32213 2
120 32698 2
120 34148 1
120 39100 4
120 44493 5
120 48732 3
121 485 4
121 12540 2
121 13666 3
121 22649 2
121 27850 5
121 29813 5
121 44922 4
121 45799 4
122 2866 3
122 5185 4
122 5926 1
122 10943 3
122 10949 1
122 14037 4
122 15569 2
122 18085 4
122 18867 2
122 20064 5
122 24354 3
122 33657 3
122 46543 4
122 49187 3
122 49338 5
123 2559 4
123 14296 2
123 15362 3
123 17069 4
123 19893 3
123 28897 5
123 33809 1
123 36240 1
123 40532 5
123 41438 4
123 44610 1
123 48072 3
124 5483 5
124 6476 5
124 12937 4
124 20386 5
124 21565 4
124 23525 1
124 34469 1
124 34589 4
124 40821 5
125 11784 4
125 27289 4
125 31110 4
125 31609 1
125 32099 4
125 49594 5
126 3634 1
126 4800 5
126 9123 2
126 10473 4
126 16971 5
126 34536 3
126 37105 5
126 37199 5
126 49062 3
127 5914 3
127 7604 3
127 14362 1
127 17788 1
127 23862 3
127 24347 4
127 24962 1
127 26571 3
127 34214 4
127 35553 3
127 38332 4
127 39192 3
127 42088 5
128 7904 5
128 9551 5
128 12836 4
128 13706 1
128 15832 4
128 25250 3
128 25927 3
128 29833 5
128 30468 4
128 31469 3
128 33204 3
128 37831 2
128 44234 3
128 47457 4
128 49352 3
129 1114 5
129 2349 4
129 3200 3
129 4219 1
129 18637 2
129 19384 2
129 20937 1
129 24792 2
129 26156 3
129 29126 2
129 34842 4
129 36356 4
129 37204 5
129 41879 1
129 45030 2
129 45423 1
130 160 2
130 6174 2
130 8659 5
130 10686 5
130 11750 4
130 16712 3
130 19528 1
130 25036 3
130 29109 1
130 32979 5
130 36017 3
130 37880 5
130 39348 2
130 46603 3
130 49434 4
131 8662 3
131 8967 4
131 12868 5
131 19245 4
131 22184 1
131 26389 5
131 39759 5
131 44629 1
131 45257 3
131 48477 4
131 49482 3
132 6545 5
132 8300 4
132 8624 1
132 10473 2
132 12518 1
132 15148 3
132 15801 5
132 17037 3
132 20671 4
132 22225 1
132 24822 3
132 34191 1
132 39640 3
132 43341 4
132 45269 1
133 16843 1
133 17571 4
133 20137 5
133 22438 4
133 30584 5
133 39033 5
133 40725 2
133 41461 4
134 10062 4
134 12987 2
134 21357 1
134 24848 4
134 26494 1
134 27891 2
134 29383 2
134 35132 3
135 2707 4
135 6819 2
135 8093 4
135 14319 1
135 18443 2
135 20775 3
135 21826 4
135 29339 1
135 34138 2
135 36460 4
135 37069 4
135 43127 4
136 456 3
136 15456 1
136 18340 2
136 18530 1
136 19845 2
136 27402 2
136 38456 4
136 43785 3
136 44544 4
136 48563 5
137 873 4
137 5388 2
137 7713 4
137 11310 5
137 26594 4
137 28843 2
137 37977 3
137 38946 2
138 4081 2
138 10538 5
138 13829 4
138 14337 4
138 23329 2
138 25889 3
138 31924 3
138 39096 5
138 39171 3
138 43448 5
138 45431 5
138 45939 1
138 46797 2
139 8113 4
139 22129 3
139 22574 4
139 22664 1
139 22985 2
139 23727 5
139 29172 2
139 34008 4
139 34372 5
139 34792 2
139 41914 2
139 43640 2
139 44715 5
140 881 1
140 10794 5
140 15610 5
140 16450 2
140 17934 5
140 18171 5
140 20678 5
140 22816 5
140 33099 3
140 33173 2
140 33490 1
140 34559 4
141 5361 4
141 6384 1
141 11573 5
141 12350 2
141 12879 5
141 17214 2
141 18451 4
141 21745 5
141 25067 3
141 27988 1
141 34243 5
141 43790 5
141 46886 3
142 3020 4
142 3516 3
142 4556 3
142 10074 2
142 16795 2
142 21172 1
142 21711 3
142 23512 2
142 28469 1
142 30662 5
142 34355 5
142 37419 5
142 41358 5
142 42802 4
143 7331 1
143 8296 2
143 13585 4
143 19256 4
143 26028 3
143 26269 3
143 28260 4
143 31458 2
143 33134 1
143 34181 4
143 41462 2
144 2855 1
144 5655 3
144 11666 1
144 11730 3
144 12670 2
144 13407 5
144 18769 2
144 27405 5
144 30264 2
144 34615 3
144 47768 2
145 1536 5
145 2881 5
145 3143 2
145 4887 3
145 5119 2
145 7010 5
145 13026 5
145 20161 1
145 40680 1
145 43220 5
145 44780 4
145 44808 5
145 45832 4
146 223 1
146 4852 5
146 6750 2
146 10273 5
146 23367 4
146 29023 4
146 32541 2
146 39910 3
146 46624 2
146 46635 2
147 15411 2
147 15747 3
147 24036 4
147 25005 4
147 31875 4
147 35326 2
148 5837 3
148 7063 5
148 20515 5
148 22764 2
148 23519 3
148 28705 4
148 32410 1
148 42285 4
148 48006 1
149 4529 5
149 6746 4
149 13612 2
149 14683 2
149 17265 3
149 30750 2
149 32330 3
149 34152 3
149 38481 1
149 39769 5
149 46972 1
149 48136 2
149 48341 1
150 659 1
150 2498 1
150 7027 2
150 16583 3
150 20083 1
150 24954 1
150 30128 4
150 31652 2
150 47902 2
150 49604 4
151 6003 2
151 6521 2
151 16107 4
151 16425 4
151 18359 2
151 26131 5
151 32202 5
151 38581 3
151 39179 1
151 41025 5
151 42394 2
151 47217 1
152 5288 1
152 12596 3
152 12936 3
152 13185 2
152 13577 1
152 23640 5
152 23869 5
152 23889 1
152 29604 3
152 35995 4
152 37853 5
152 39045 3
152 39253 5
152 44074 1
153 3019 3
153 10457 2
153 10597 3
153 13606 1
153 26147 4
153 30254 4
153 40944 2
154 1274 5
154 2200 1
154 8809 3
154 10146 1
154 11323 5
154 18585 5
154 19520 2
154 21184 3
154 34845 5
154 36238 2
154 41701 1
154 43717 5
154 49142 3
154 49438 5
155 514 5
155 3255 5
155 8229 5
155 10454 5
155 11736 4
155 11978 3
155 13487 2
155 14026 4
155 14145 5
155 19705 4
155 25129 4
155 29683 4
155 30298 4
155 36022 2
155 36832 2
155 42065 4
155 44098 5
155 48173 1
155 49036 4
156 1306 1
156 3958 5
156 6164 3
156 7279 4
156 7341 3
156 9450 2
156 11712 4
156 23699 1
156 24649 5
156 26304 2
156 26808 5
156 27854 5
156 36148 2
156 37320 5
156 38824 5
156 46883 4
157 3378 5
157 7717 5
157 9701 4
157 18134 3
157 22141 4
157 29862 1
157 30034 5
157 41903 3
157 44218 3
158 538 4
158 2913 4
158 25839 4
158 29619 4
158 40920 1
158 43351 1
159 13673 5
159 18305 2
159 19556 2
159 20259 5
159 21035 2
159 25932 1
159 26762 2
159 31614 5
159 36599 1
159 40521 5
159 41516 2
159 47677 4
160 27152 2
160 30175 1
160 37161 2
160 38207 2
160 38409 1
160 39236 4
160 39581 5
160 41017 3
160 49408 5
161 3449 1
161 3478 4
161 7070 4
161 7455 5
161 8346 5
161 9646 5
161 10258 5
161 21198 5
161 31772 5
161 41043 1
161 45775 3
162 3815 3
162 14099 2
162 28477 2
162 31005 2
162 38253 4
162 40916 4
163 3446 5
163 5436 2
163 6843 2
163 12859 1
163 14131 2
163 15094 3
163 23659 5
163 31104 4
163 40304 1
163 40371 1
164 6823 1
164 12038 5
164 15258 4
164 19062 2
164 37742 1
164 48230 1
165 1567 4
165 2078 5
165 8415 5
165 10305 3
165 10365 3
165 12948 3
165 15969 5
165 18762 1
165 20955 5
165 27530 5
165 30625 1
165 31721 1
165 33914 1
165 39497 5
165 39709 1
165 48399 2
165 49590 4
166 8562 1
166 18773 4
166 20306 3
166 25892 4
166 29829 2
166 29896 5
166 32576 3
166 33837 1
166 34731 3
166 40581 5
166 43846 1
166 49682 2
167 5766 2
167 6744 1
167 11494 3
167 11709 2
167 13864 1
167 22541 4
167 25361 4
167 26026 2
167 32019 4
167 33252 2
167 37680 2
167 38921 4
167 40880 1
167 45065 5
168 508 2
168 11564 2
168 32080 3
168 39630 4
168 40058 4
168 43427 1
168 44601 3
169 447 3
169 644 1
169 6775 5
169 7604 4
169 9527 2
169 10602 3
169 12994 1
169 13825 3
169 17937 2
169 18932 2
169 24713 2
169 25266 2
169 25964 2
169 31087 4
169 32987 1
169 36628 2
169 37881 2
169 41617 2
169 41652 5
169 42290 3
169 43702 2
169 43861 1
169 45839 3
169 47253 4
169 49379 2
170 1265 4
170 9849 2
170 20409 4
170 22198 2
170 22744 5
170 24393 5
170 28575 5
170 30215 2
170 33578 5
170 35807 2
170 43566 5
170 44176 1
170 45165 4
170 47972 2
170 48649 5
171 2302 5
171 16972 1
171 17014 2
171 25784 1
171 29191 3
171 30369 4
171 33627 5
171 37949 5
171 43827 3
171 44507 2
171 45429 5
171 45937 2
171 48196 1
171 49362 3
172 547 3
172 1114 2
172 12066 2
172 17696 1
172 19028 2
172 25079 5
172 30885 3
172 43494 4
